feature_1,feature_2,target
-7.338988090691514,-7.729953962740739,2
-7.740040556435223,-7.264665137505772,2
-1.686652710949561,7.793442478227299,0
4.422197633000881,3.071946535927922,1
-8.917751726329124,-7.888195904193351,2
5.497538459430121,1.813231153977305,1
-2.3360166972015683,9.399603507927159,0
5.052810290503726,1.4094451311367573,1
-2.9883718608980403,8.828627151534505,0
-3.7005011202553986,9.670839736832152,0
-3.110904235282147,10.86656431270726,0
4.996894322193149,1.2802600886800777,1
-2.300334028047995,7.054616004318546,0
-3.9245683651031644,8.593640805432962,0
-7.530269760273097,-7.367234977040643,2
-3.2112507169301026,8.686623981600553,0
-8.507169629034433,-6.832024646614564,2
2.614736249570494,2.1596239987101598,1
-2.4121200737047097,9.98293111873121,0
-1.9223405292524798,11.2047417540083,0
-1.3506020440453461,8.19360380984661,0
-2.6704833347187593,9.41833698501286,0
5.614998569645852,1.8261123024385935,1
-6.9919552408421,-7.10107919280917,2
-2.9726153158652124,8.548556374628065,0
-6.349823013235987,-5.438540972618046,2
-7.456398521719603,-6.124718367450191,2
3.8216581529946287,4.065556959626193,1
4.627632063381187,1.0759153124549004,1
-3.3987120526782735,8.198475843232883,0
-3.4997339481834384,8.44798839859555,0
-3.5800901211138623,9.496758543441507,0
-6.049291374607025,-7.736193419184814,2
-2.2951038789225464,7.768547349486333,0
-8.394818253349822,-5.513235325831422,2
-2.281737688448621,10.321428882480749,0
-6.122638574505919,-7.802274917453572,2
4.884845407336824,1.4662265085696022,1
-6.986657551105828,-7.915351915695321,2
4.981634812005261,3.8493405231566182,1
5.906789985414724,1.2655002183219513,1
-2.2516472323299856,8.939840212432154,0
-7.3672334152237635,-7.312667781095567,2
4.5253389909754835,3.2109859959141938,1
-2.5439093927579934,7.845608090578789,0
-2.147802017544336,10.55232269466429,0
-6.808060953931878,-7.357767040041063,2
4.154515288398998,2.0550438233270545,1
-6.542024529076068,-7.291986559398414,2
6.225895652373453,0.735354185113883,1
4.715683394421828,1.2960079724286202,1
-6.887599832467887,-5.40016545438592,2
-6.513028945054422,-7.819989379603302,2
-1.031303578311234,8.496015909924674,0
-5.700330007087444,-6.812591111865838,2
5.154926522534149,5.825901174595453,1
-6.485175048772973,-7.301094074096209,2
-1.5458214938084285,9.42706705513482,0
4.753396181479349,2.6353003584617785,1
-2.9698363940125376,10.071408354417237,0
-6.6440126330427045,-6.10924439938898,2
6.772912210884368,0.021081884418230112,1
5.539478711661352,2.2804692048173414,1
-3.8007463826960324,-5.76053468184137,2
-7.1285913396303435,-5.9085386423215915,2
3.7414641648797433,2.4650888554472377,1
3.9214346149756656,1.7597225322288848,1
-6.1680123130623805,-8.004751685113815,2
-8.583009630506425,-6.935657292172565,2
-3.571501336778855,9.487878558833502,0
5.9453576433824304,1.9941735255734911,1
-5.821202704301682,-8.63884907969906,2
-7.579352699143856,-6.666129682541724,2
-2.035959998479205,8.94145721554145,0
-2.9013057761849077,7.550771180066203,0
-6.6091703653714315,-6.930347702725084,2
-8.947069291191147,-6.969229632788735,2
3.880746174674403,2.1235634704169395,1
-3.109836312971555,8.722592378405045,0
5.819318956949388,1.5039940318360272,1
-3.5220287433871738,9.328533460793595,0
-2.581207744633084,10.017819026090345,0
-6.378710003526889,-7.857664838074498,2
-2.1779341916491863,9.98983125532068,0
5.5903026744141515,1.3962660282783288,1
-6.043935079086128,-8.009816447933565,2
-5.711845129491463,-6.625688749974733,2
-0.6434231119079936,9.488119049110109,0
6.405333076509198,2.3781513949016877,1
-3.8868669910098412,8.0764610882832,0
-8.549032472272643,-6.336749400896012,2
-2.5450236621627016,10.578929784012328,0
-6.400647365404878,-6.546447487988998,2
-1.593795505350676,9.343037237858006,0
-3.038957826819789,9.527553561311677,0
-7.433276496498452,-8.077987485864796,2
-7.947247620533864,-7.02248907829724,2
-2.2493148288043265,9.796108999975631,0
-7.642886347693787,-8.684991693940466,2
-6.466192287927569,-5.003313780717881,2
4.164933525067145,1.31984045136702,1
-2.151410262704467,9.575070654566556,0
4.4317565858708265,1.4801687492818991,1
-1.7181656760097033,8.104898673403582,0
-3.348415146275389,8.705073752347108,0
-2.267235351486716,7.101005883540523,0
-2.1655793334842888,7.251245972835587,0
-2.2587047727068734,9.360734337695297,0
6.793061293739658,1.2058221210526825,1
-8.278194764970412,-6.317140356585376,2
5.326139026602615,0.36045381275108035,1
-3.2924509153889874,8.692224611992646,0
-3.317691225945938,8.512529084613785,0
-2.4416694183648264,7.589537941984865,0
-2.5226948477906843,7.956575199242421,0
4.838938531801571,1.3729528067819374,1
-7.916873345477726,-7.070448271359555,2
2.926744307137224,3.327042058106145,1
-8.750419112177125,-7.231623077317256,2
3.6338614547283994,0.7589810711529998,1
5.159225350469273,3.5059085969433097,1
4.8639713180385185,1.9857620847225268,1
-1.106403312116651,7.612435065406041,0
-6.303070228095503,-6.56885943873241,2
-6.547313179171678,-7.6285961298325,2
-7.007544782632037,-7.835650033876372,2
-6.265460491107845,-6.122601883228642,2
-3.186119623358709,9.62596241703919,0
-5.842087246893371,-7.390125992130693,2
-7.409884809523711,-7.672982425538291,2
-1.4261463798774732,10.068088180233225,0
-4.4279688383517914,8.987772252749105,0
-2.4174368465172478,7.026717213597429,0
-4.234115455565783,8.45199859895735,0
-3.9877196134201776,8.294441919803614,0
5.144866115208559,2.8389248781108534,1
4.387310684834941,0.7253865019758825,1
-7.1495021264446414,-7.858873309058254,2
-2.5040841664102893,8.779698994823175,0
-7.393494108487964,-7.939323115164898,2
-2.978672008987702,9.556846171784287,0
-2.7545857390556208,8.260549963840832,0
-4.818879266269283,-5.124768750832742,2
-2.422150554814579,8.715278777732454,0
3.120508870274088,1.4889356110744807,1
3.9245751269681333,2.652767432875408,1
5.452740955067061,2.602798525864344,1
-2.2325068237227312,9.841469377234345,0
5.917543732016526,1.3815982951049022,1
-3.189222344631241,9.246539825359324,0
-3.417221698573961,7.60198242686303,0
-4.914902058234881,-6.844846041304218,2
4.920870703963134,1.3504701641201382,1
-8.413741361886892,-5.602432771377438,2
-2.2130773459881743,9.275341400378212,0
3.439582429172325,1.6386684480997835,1
4.621365700235711,1.6845110450205936,1
-7.4101283387617976,-7.455927833920627,2
-6.241034732373896,-8.541629655544906,2
-3.393055059253883,9.168011234143849,0
-5.128942727142494,9.836188632573545,0
-7.755245444536027,-8.262909324240283,2
-5.328475215628747,-6.764434958983088,2
-5.678413268987326,-7.288184966297498,2
-2.45098890460675,7.871315830367698,0
-6.008502487719578,-7.206133125443788,2
4.168840530609779,2.2052196212983683,1
-2.4489674131117236,11.477528240683608,0
-1.9872560574358524,9.311270801431508,0
-1.6956804056830803,7.7834218117643665,0
-1.3663748085377296,9.766219160885095,0
-3.4286218572865534,10.564220533215861,0
3.800156994047325,1.3737770384967098,1
-2.9557125751197715,9.870684922521793,0
3.6583701851801504,2.435273158204003,1
4.664389010487044,2.471167975186182,1
5.5121994729487795,2.1565116896790837,1
-2.773854456290706,11.73445529478794,0
6.762035033240735,3.005634944491879,1
5.2639986532802565,2.601515193205012,1
-6.79303740367837,-7.0357868286680265,2
-3.053580347577933,9.125208717908187,0
-7.542250950097117,-6.309510924682788,2
6.272290140159736,0.5430283059800993,1
5.210769346921269,3.108735324121331,1
-9.351271691278559,-7.6770048487464235,2
4.964045188716543,1.8430266295730475,1
-1.0435488541311961,8.788509827711787,0
1.3986114961590288,0.9487820426064422,1
4.199834349531118,2.1039102612268232,1
-6.942306288424442,-5.924967272774708,2
